Name of location,City/Municipality,Province,Region 
"MUNICIPALITY OF GENERAL LUNA, QUEZON POLICE STATION",Catanauan,,
"MUNICIPALITY OF GENERAL LUNA, QUEZON SOCIAL WORKS DEPARTMENT",Catanauan,,
Brgy Health Clinic and Checkpoint,San Pablo,,
BPAT and BHW Mamanga Daku Plaridel ,Ozamis,,
"MUNICIPALITY OF GENERAL LUNA, QUEZON BUREAU OF FIRE PROTECTION",Catanauan,,
Molino 2 Checkpoint,Bacoor,,
"MUNICIPALITY OF GENERAL LUNA, QUEZON VOLUNTEERS REPACKING TEAM",Catanauan,,
PNP Naujan,Calapan,,
CONFERENCE OFFICE AND ADMIN,Gumaca,,
Brgy Wawa 2 Rosario Checkpoint,Rosario,,
Rakk Prophet Hospital Gumaca Quezon,Gumaca,,
Brgy Healthworker,Imus,,
Camella East 1 Molino 3,Bacoor,,
Golden City Dasmarinas 1,Dasmarinas,,
Brgy San Vicente,Sorsogon,,
Brgy San Juan,Sorsogon,,
Pagudpud Hospital,Laoag,,
LOS BANOS Traffic Management OFFICE,Calamba,,
SM Mall Security Guards,Calamba,,
MDI Hospital,Sta Rosa,,
Brgy Binang Abangan St. Poblacion 4,Trece Martires,,
Brgy Sta Cristina,Dasmarinas,,
PNP NLEX Angeles City Checkpoint,Angeles,,
LGU Magalang Health workers and rescuers,San Fernando,,
LGU of Mabalacar City Brangay Camachile Check point,Angeles,,
LGU ANGELES CITY HEALTH OFFICE,Angeles,,
"PNP Checkpoint Binalonan / Laoac, Pangasinan",Urdaneta,,
"Checkpoint Bayaoas/Cabuloan, Pangasinan",Urdaneta,,
"Tayug Family Hospital, Pangasinan",Rosales,,
"Checkpoint PNP Brgy. Barangubong, Villasis, Pangasinan",Rosales,,
PNP Boundary Rosales -Tarlac,Rosales,,
Divine Spirit General Hospital,Olongapo,,
West Modernsite Council ,Baguio,,
Manuel Roxas Health Emergency Response Team,Baguio,,
City Disaster Risk Reduction Management Office(CDRRMO),Gapan,,
Botolan Municipal Police Station,Iba,,
LGU Barangay checkpoint- Bakero Cabanatuan City,Cabanatuan,,
checkpoint/ barangay Tanod LGU Barangay checkpoint- Bagong Sikat Cabanatuan City,Cabanatuan,,
 BFP Sta Rosa Nueva Ecija,Cabanatuan,,
LGU Barangay checkpoint- San Joseph and La Fuente Sta Rosa,Cabanatuan,,
barangay sta lucia checkpoint,San Fernando,,
St. Agustine dialysis center lubao,San Fernando,,
PNP relief goods repackerS and health,Cauayan,,
Health Center Subic LGU,Olongapo,,
I.N. CSFLU CHECKPOINT,San Fernando,,
 I.N. CSFLU CHECKPOINT,San Fernando,,
 rhubarb solano,Solano,,
pnp,Solano,,
BRGY HALL,Cabuyao,,
Barangay Tagapo,Cabuyao,,
City Disaster Risk Reduction & Management Office(CDRRMO) ,Iriga,,
New Sinai Hospital,Cabuyao,,
PILI- PHILLIPINE NATIONAL POLICE,Pili,,
Southeast Asian Medical Center,Molino,,
St.James Nurse Station,Cabuyao,,
Local Government Unit-Motong Dumaguete City,Dumaguete,,
Philippine National Police Daang Hari Checkpoint,Molino,,
Silang Specialist Medical Center,Carmona,,
 Philippine Army HQ,Cabuyao,,
San Pedro District Hospital,San Pedro,,
Sangunian Barangay 1 Ibaba Del Sur Paete Laguna,Los Banos,,
"Brgy .Officials ,Checkpoints Brgy .Emmanuel II",Dasmarinas,,
Cavite Police Crime Laboratory ,Dasmarinas,,
Prime Global Care Medical Center,Dasmarinas,,
Mother Care Maternity Clinic,Dasmarinas,,
Southeast Asia Medical,Dasmarinas,,
Molino Doctors Hospital,Dasmarinas,,
Metro South Medical Center,Dasmarinas,,
Bacoor District Hospital,Dasmarinas,,
St. Dominic Medical Center,Dasmarinas,,
South City Hospital ,Dasmarinas,,
AFP Cavite,Dasmarinas,,
"Brgy .Officials ,Checkpoints  Brgy .Sampaloc 1",Dasmarinas,,
Armed Forces Calabanga,Naga,,
Carmona Hospital and Medical Center,Carmona,,
Philippine Red Cross,Lucena,,
"Brgy. Emmanuel I Dasma,Cavite Health Workers",Dasmarinas,,
"Brgy. Humayao Langkaan II City of Dasmarinas, Cavite Health workers and frontliners ",Dasmarinas,,
San Pedro Calungsod Medical Center,Imus,,
LGU-MSWDO,Batangas,,
"Don Placido,Dasma Check Point ",Dasmarinas,,
Rosario District Hospital ,Rosales,,
Brgy. San Lorenzo Ruiz Dasma Cavite Healthworkers,Dasmarinas,,
Brgy. Pinagtipunan Gen.Trias City Cavite,Dasmarinas,,
"Belvedere Towne 3 Pasong Kawayan 2 Gen.trias ,Cavite Frontliners",Dasmarinas,,
Brgy Ligas 1 Bacoor,Imus,,
Cavite Medical Center,Imus,,
Binakayan Hospital and Medical Center,Imus,,
St Martin Pediatric and Maternity Hispital,Imus,,
General Trias Maternity and Pediatric Hospital,Imus,,
Divine Grace Medical Center,Imus,,
Check points,Imus,,
MDRRMO GUMACA,Gumaca,,
LGU LOPEZ MSWDO OFFICE,Gumaca,,
AFP/PNP Frontliners,Candelaria,,
 Barangay garbage collectors San Nicolas 3 bacoor,Imus,,
MUNICIPALITY OF SAN LUIS,Lemery,,
Golden Gate General Hospital,Batangas,,
BRGY. AS-IS,Bauan,,
PETRON DARAGA CHECKPOINT,Daraga,,
University of Sto. Tomas Hospital,Legazpi,,
STO. DOMINGO CHECKPOINT,Pili,,
CAROVROVAN CHECKPOINT,Pili,,
LA PURISIMA CHECKPOINT,Pili,,
NEW SAN ROQUE CHECKPOINT,Pili,,
DEL ROSARIO CHECKPOINT,Pili,,
BPH DIALYSIS CENTER,Lemery,,
GOLDEN RELIANCE DIALYSIS CENTER,Lemery,,
PNP CHECKPOINT POBLACION 3,Sariaya,,
BFP Batangas,Batangas,,
SARIAYA BFP,Sariaya,,
BRGY. TUMBAGA & BRGY.6 CHECKPOINTS,Sariaya,,
Brgy. San Bartolome Frontliner Volunteer,Sto Tomas,,
Sto. Tomas General Hospital,Sto Tomas,,
BARANGAY HEALTH WORKER,Naga,,
STO. TORRIBIO CHECKPOINT,Lipa,,
PNP castillejos,Olongapo,,
PNP San Antonio,Olongapo,,
SumacabEste Highway Cab Checkpoint PNP,Cabanatuan,,
Brgy acocolao checkpoint,Paniqui,,
Tramo Checkpoint PNP,Cabanatuan,,
 BRGY. Bugallon checkpoint,Paniqui,,
Brgy Aduas checkpoint,Paniqui,,
Brgy Matalapitap checkpoint,Paniqui,,
La paz Main Police Station,Tarlac,,
"Lauangcupang, La Paz Checkpoint",Tarlac,,
Palauig PNP and checkpoints,Iba,,
Mateo-Maborrang General Hospital,Hagonoy,,
Municipality of San Ildefonso Frontliners,San Ildefonso,,
 Emilio G. Perez District Hospital,Hagonoy,,
Malipampang San Ildefonso CHECKPOINT,San Ildefonso,,
"Sangguniang Baranggay Cambaog, Bustos ",San Ildefonso,,
San Rafael Bridge Checkpoint,San Ildefonso,,
Traffic Division Laoag City,Laoag,,
BPAT and BHW Looc Proper Plaridel,Ozamis,,
PNP BADOC,Agoo,,
Aringay PNP,Agoo,,
Checkpoint Volunteer Office,San Fernando,,
BFP/PNP Rosario & Sto. Tomas ,Rosales,,
 Divine Word Hospital,Hagonoy,,
PNP / AFP Bauang Checkpoints PARINGAO,Bauang,,
Checkpoint San Ricardo,Cabanatuan,,
Checkpoint Llanera,Cabanatuan,,
"PNP / AFP Naguilian, Burgos, Bagulin",Bauang,,
Valerio Checkpoint Mangatarem,Mangatarem,,
"PNP Malasiqui Checkpoints Brgy. Bolaoit, Brgy. Asin, Brgy. Bogtong",Malasiqui,,
Brgy. Vijandre,Cabanatuan,,
LADIES BRIGADE MAYAMOT ANTIPOLO,Pasig,,
BARANGAY BUNTONG PALAY,Makati,,
Umingan Community Hospital,Rosales,,
Ridon's St. Jude Medical Center,Olongapo,,
Brgy. North Central aurora hill/ lgu Officials and frontliners,Baguio ,,
Sta.Escolastica Village Barangay,Baguio,,
PNP STATION 2,Naga,,
Magsaysay Private Road Barangay,Baguio,,
POLICE STATION 3,Naga,,
Barangay Namtutan San Fernando City La Union,San Fernando,,
 ILI Sur SAN Juan  La Union,San Fernando,,
TRAFFIC ENFORCEMENT UNIT,Naga,,
Cabaroan San Fernando La Union,San Fernando,,
Concepcion Pequenia Checkpoint,Naga,,
City Health,Olongapo,,
Isulan Sultan Kudarat,Isulan,,
City Disaster Risk Reduction and Management Office,Cabanatuan,,
Tinago Checkpoint,Naga,,
 Panacan ECQ Checkpoint,Davao,,
"Philippine National Police,Armed Forces of the Philippines, City Disaster Risk Reduction Management Office Science city of munoz",Calamba,,
Calauag Checkpoint,Naga,,
Philippine National Police-Mobile Patrol Group,Davao,,
Bagumbayan Checkpoint,Naga,,
Barangay Sasa Council,Davao,,
Dayangdang Checkpoint,Naga,,
Milaor Checkpoint ,Naga,,
DOH Laoag,Laoag,,
Police Checkpoint Kilometer 11 Barangay Sasa Wet Market,Davao,,
Cagayan de Oro Medical Center,Cagayan de Oro,,
Sulop Medical Clinic  ,Davao,,
Sarangani Health Care Facility,Gen Santos,,
Talomo Police District,Davao,,
Brgy Talomo Health Workers and Brgy Police ,Davao,,
AFP,Gingoog,,
Misamis Oriental Provincial Hospital,Cagayan de Oro,,
"Barangay San Jose, Antipolo City",Antipolo,,
Rural Health Unit Catmon Cebu,Danao,,
Brgy. Barrera ,Cabanatuan,,
BRGY. PAULOG LIGAO CITY CHECKPOINT,Ligao,,
Brgy. Tuburan Sur  Tanod / Com. Health Nurse / DSWD Volunteer,Danao,,
"Barangay Talomo, Davao City",Davao,,
Brgy. Malinta Los Banos Laguna,Sta Rosa,,
Brgy. Mayondon Los Banos Laguna,Sta Rosa,,
Congressman Enrique Heney M. Cojuangco Memorial District Hospital,Paniqui,,
Dumarao Rural Health Unit,Roxas,,
Brgy. Dulacac Health Center,Alaminos,,
frontliner in luis st. Caruncho compound san miguel pasig city,Pasig,,
"Brgy. Tangke checkpoint, health workers ",Cebu,,
RURAL HEALTH UNIT OF PANIQUI TARLAC,Paniqui,,
Linao checkpoint,Cebu,,
 Barangay Checkpoint,San Jose,,
"Rural Health Unit Bantay, Ilocos Sur",Rosales,,
Dr Gumersindo Sr. Memorial Hospital,Kabankalan,,
Brgy Manat Health Unit,San Carlos,,
MABOLO CHECKPOINT BACOOR,Bacoor,,
Negros Oriental Provincial Hospital ,Dumaguete,,
Cagayan Valley Medical  Center,Tuguegarao,,
"ZAPOTE CHECKPOINT, BACOOR",Bacoor,,
San Antonio Barangay Hall,Gapan,,
Barangay Auxialliary Unit Barangay San Miguel,Dumaguete,,
Barangay Bolinawan Carcar Check - Point ,Carcar,,
Brgy. Baliang  Tanod / Com. Health Nurse / DSWD Volunteer,Danao,,
Casilagan District Hospital,Mangatarem,,
San Felipe Barangay Health Workers,Olongapo,,
"TALABA CHECKPOINT, BACOOR",Bacoor,,
BUREAU OF FIRE PROTECTION PASSI,Passi,,
Rural Health Center of Calauan,San Pablo,,
"BRGY. 40, LOPEZ JAENA ST., CARIDAD, CAVITE CITY  ",Cavite,,
"PNP Malasiqui Checkpoint (Brgy. Nalsian Norte, Cabatling, Barang)",Malasiqui,,
BFP Gapan,Gapan,,
LOCAL GOVERNMENT UNIT BRGY.POB. ILAWOD PASSI,Passi,,
 Barangay Tanod Liburon Carcar Check - Point ,Carcar,,
Los Banos Municipal Disaster Risk,Sta Rosa,,
Solano Medical Clinic and Laboratory,Paniqui,,
Barangay Balaoang paniqui Checkpoint,Paniqui,,
"BHERT, Police checking,  quarantine pass",Bacolod,,
Barangay Abagon-Masuri gerona checkpoint,Paniqui,,
Barangay Campo Santo Norte Checkpoint,Paniqui,,
PHILIPPINE Navy Fort Bonifacio,Kawit,,
Barangay Campos - Anao Checkpoint,Paniqui,,
"BHERT, Police checking, emergency respond ",Bacolod,,
ADIZ CITY PNP CHECK POINT,Cadiz,,
"BHERT,quarantine pass checking",Bacolod,,
"BHERT,quarantine pass checking, Brgy.Handumana  Boundary",Bacolod,,
Canjulao Health Center,Lapu Lapu,,
Police Checkpoint at Pajac Lapu Lapu,Lapu Lapu,,
Lemery Ospital ng Calaca,Lemery,,
BRGY. VI-B SPC,San Pablo,,
 Sto Tomas municipal police station MPS,Sto Tomas,,
Disaster Risk Reduction Management( Families under lockdown due to Covid19),Lapu Lapu,,
Local Government Unit of Rizal Laguna,San Pablo,,
Minglanilla Police Checkpoint Officers ,Minglanilla,,
San Jose Checkpoint,San Jose,,
RHU Bulakan,Guiguinto,,
Brgy. Kayumanggi,Lipa,,
Leganes Rural Health Center,Iloilo,,
"PNP, Agoo Checkpoint",Agoo,,
RHU Balagtas,Guiguinto,,
Federico Roman Memorial District Hospital ,Iloilo,,
MUNICIPALITY OF PLARIDEL,Guiguinto,,
Volunteer of Bulihan Silang,Dasmarinas,,
Barrangay Centro Mandaue City,Lapu Lapu,,
Barangay Cambaro Mandaue City,Lapu Lapu,,
SRP Checkpoint,Cebu,,
Carcar  City Police,Carcar,,
Bustos Municipality Mayor's Office,Bustos,,
Bhert Frontliners Barangay Lipag Media Once,Toledo,,
Philippine National Police,Manaoag,,
Bhert Frontliners Barangay Bulongan,Toledo,,
Bureau of Fire Protection Manaoag,Manaoag,,
Brgy San Vicente Checkpoint,Gapan,,
PNP SM Cauayan Checkpoint,Cauayan,,
 NAIC DOCTORS HOSPITAL,Imus,,
Bulacan Medical Center,Sta Maria,,
CITY of NAGA South and North Bounderies checkpoints ,Naga,,
Umingan Pangasinan PNP,Rosales,,
Brgy. Burol Gen. Natividad Checkpoint,Cabanatuan,,
 Brgy. Sumacab Norte Checkpoint,Cabanatuan,,
Brgy Alibagu Bating Patrol Base Checkpoint,Ilagan,,
Barangay Brooks point  Aurora Hill,Baguio,,
Brgy Alinguigan 2nd Checkpoint,Ilagan,,
Brgy San Antonio Burgos Checkpoint,Ilagan,,
Bantay Checkpoint,Tabuk,,
Spring Nambaran Checkpoint ,Tabuk,,
Miracle Church of the Nazarene,Tagbilaran,,
Angeles City Disaster Risk Reduction,Angeles,,
Atab Health Center Marcos Highway,Baguio,,
79 infantry Batallion,Bacolod,,
Philippine National Police Tayug Pangasinan,Tayug,,
Governor Pack Road Health Center,Baguio,,
Philippine National Police North Luzon Express Way Exit Checkpoint,Angeles,,
"Brgy 166 frontliners, tanods and Volunteers",Pasay,,
 Medical Center Muntinlupa,Muntinlupa,,
Quirino Hill Health Center Baguio City,Baguio,,
Ospital ng Muntinlupa ,Muntinlupa,,
Scout Barrio Health Center,Baguio,,
" Brgy 64 zone 8 frontliners, tanods and Volunteers",Pasay,,
Rogaciano Mercado General Hospital,Sta Maria,,
Signal/Upper/Western Checkpoint,Taguig,,
Dr. Cabuco Hospital,Sta Maria,,
St. Michael Hospital,Meycauayan,,
Nazarenus Hospital,Meycauayan,,
RHU Meycauayan,Meycauayan,,
"Bargy. Taal, Bocaue, Bulacan",Santa Maria,,
City Public Order and Safety Office,Tarlac,,
Rural Health Unit Ilang - Ilang Guiguinto,Guiguinto,,
 JNAL FAMILY CORPORATION (MANAS HOSPITAL),Imus,,
Taguig Pateros District Hospital ,Taguig,,
"Police Sub Station 5, Alabang Zapote Road CheckPoint",Las Pinas,,
BUREAU OF FIRE PROTECTION BATANGAS,Batangas,,
RURAL HEALTH UNIT POLANGUI,Polangui,,
UBALIW BASUD FIRE DEPARTMENT,Polangui,,
Saint John Medical Center,Calamba,,
San Pablo City Health OFFICE,San Pablo,,
Brgy Atisan Checkpoint,San Pablo,,
Banlic Checkpoint / AFP ,Banlic,,
DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL,Calamba,,
BRGY. MAHARLIKA CHECKPOINTS,Polangui,,
POLANGUI MUNICIPAL POLICE STATION,Polangui,,
PNP POLANGUI AGOS CHECKPOINT,Polangui,,
BRGY. Taguan Checkpoint ,Tiaong,,
Red Cross Nasugbu,Nasugbu,,
"Brgy Checkpoint Malabanban Sur Candelaria,Quezon",Candelaria,,
" Philippines National Police Checkpoint BGC Gate 1, Kalayaan Ave",Mandaluyong,,
LAS PIÑAS CITY PNP,Pasay,,
PCP2 Police Checkpoint,Paranaque,,
Pembo Baranggay,Makati,,
SPD NCRPO,Makati,,
"Brgy.770 Zone84 San Andres Bukid, Manila",Makati,,
Barangay Carmona,Makati,,
Brgy North Signal,Taguig,,
 CITY HEALTH OFFICE OF MANDALUYONG ,Mandaluyong,,
Bureau of Fire Protection ,Narra,,
Carolina Checkpoint,Naga,,
Pacol Checkpoint,Naga,,
Central Police Unit - Rizal Street,Legazpi,,
Hospitals& health worker frontliners,Gen Santos,,
Barangay 76- A Matina Davao City,Davao,,
Brgy. Orosite ,Legazpi,,
City Police Station Airport Site,Legazpi,,
Panday Checkpoint,Goa,,
Buyo Checkpoint,Goa,,
Hiwacloy Goa Checkpoint,Goa,,
Himaga Checkpoint,Goa,,
Bagumbayan Pequeno Checkpoint,Goa,,
Checkpoint boundary Gingoog- Tagcatong,Gingoog,,
San Benito Checkpoint,Goa,,
 COVID19 FRONTLINERS CHECKPOINT Boundary Gingoog City-Tagcatong ,Gingoog,,
Bagumbayan Grande Checkpoint,Goa,,
Haliwigogon Checkpoint,Goa,,
Taytay Checkpoint,Goa,,
BMC Hospital,Butuan,,
PNP Tarabucan Checkpoint,Calbayog,,
Macalelon Police Station and MDRRMO,Catanauan,,
Brgy. San Roque Checkpoint,Catanauan,,
CDO Cityhall,Cagayan de Oro,,
Philippines National Police,Ozamis,,
Brgy. Tagbakan Ilaya RHU Personnel,Catanauan,,
PNP,Catbalogan,,
Macalelon RHU Personnel,Catanauan,,
BFP Frontliners Sto. Tomas Batangas,Sto Tomas,,
BRGY. HULO ,Mandaluyong,,
Macalelo MSWD SAP Processing Team and Volunteers,Catanauan,,
PNP Alang-Alang Checkpoint ,Alangalang,,
Brgy. Milagrosa Police Checkpoint,Catanauan,,
Brgy. San Roque Volunteers,Catanauan,,
Brgy. Anusan Volunteers,Catanauan,,
PNP Nasugbu,Nasugbu,,
Brgy. Magcopa RHU Personnel,Catanauan,,
Brgy. Magcopa Volunteers,Catanauan,,
Baranggay West Rembo,Makati,,
Brgy. Milagrosa RHU Personnel,Catanauan,,
BORJA FAMILY HOSPITAL,Tagbilaran,,
Brgy. Magcopa Police Checkpoint,Catanauan,,
Our Savior Hospital,Bacao,,
Brgy. Tagbakan Ilaya Police Checkpoint,Catanauan,,
Brgy. Babag Covid Volunteers,Cebu,,
Brgy. Corregidor,Bacao,,
Brgy. Anusan Checkpoint Police,Catanauan,,
Barangay South daang Hari,Muntinlupa,,
Dona Manuela A 4-A Subd Checkpoint ,Muntinlupa,,
Regional Hospital Bacolod Medical Team,Bacolod,,
Brgy. Agro Checkpoint,Catanauan,,
Barangay CAA Team Buffalo Team,Muntinlupa,,
LGU Mangilag Sur Candelaria Quezon,Candelaria,,
LGU Macalelon Volunteers and Action Team,Catanauan,,
Barangay CAA Team Triple J,Muntinlupa,,
Brgy. Milagrosa,Catanauan,,
Brgy. Anusan,Catanauan,,
 Bago City Rescue and checkpoints,Bacolod,,
Brgy. Tagbakan Ilaya,Catanauan,,
Bula Highway,Pili,,
Philippine National Police Mangaldan,Dagupan,,
AFP/PNP Taal Checkpoint ,Lemery,,
LDRRM (Local Disaster Risk Reduction and Management),Dumaguete,,
General Trias Doctors Medical Center,Gen Trias,,
BRGY. CAWAYANIN ILAYA POLICE AND VOLUNTEERS,Catanauan,,
Brgy. San Andres 1,Dasmarinas,,
Iloilo City PNP Checkpoint,IloIlo,,
Brgy. Zone 1A Dasmarinas,Dasmarinas,,
BPH E.R. Ward,Lemery,,
Gonzales Hospital ,Tanauan,,
Brgy. Zone 3 Dasmarinas,Dasmarinas,,
Antique Provincial PNP,Antique,,
Brgy. 58A,Cavite,,
Brgy. Malagasang 2A,Imus,,
Brgy. Malagasang 1D Narata,Imus,,
PNP Main Checkpoint,Cavite,,
Brgy. Samala Marquez,Binakayan,,
Brgy. Habay 1,Binakayan,,
Brgy. Congbalay-Legaspi,Binakayan,,
Brgy. Binakayan Kanluran,Binakayan,,
Brgy. Manggahan Lawin,Binakayan,,
Brgy. Sampaguita,Lipa,,
PNP Batangas City Brgy. Banaba East ,Batangas,,
 hearth of jesus Hospital,Solano,,
Malasin Checkpoint,Solano,,
PCP SPD Paranaque City,Pasay,,
Brgy San Juan checkpoint,Solano,,
PNP Precinct 6,Pasay,,
Brgy sumacab checkpoint,Solano,,
Brgy. 106 Zone 11 Pasay City,Pasay,,
 afp/pnp check point,Solano,,
Brgy. 134 Zone 13 Magtibay Pasay City,Pasay,,
 Aggub Checkpoint,Solano,,
Barangay poblacion Muntinlupa ,Muntinlupa,,
Brgy. 126 Zone 12 Pasay City,Pasay,,
Sto ninio brgy Checkpoint,Solano,,
Brgy. 197 Sun Valley NAIA Pasay City,Pasay,,
Brgy. 111 Zone 12 Tramo Pasay City,Pasay,,
Hospital ng Maynila Medical Center,Pasay,,
Barangay CAA Team Genesis,Muntinlupa,,
Justice Jose Abad Santos General Hospital,Pasay,,
"AFP, Camp Aguinaldo ",Manila,,
Pavia PNP Checkpoint,Iloilo,,
AFP Western Visayas Checkpoint Areas,Passi,,
Mountain Tigers Sesrch&Rescue Unit & Philippine National Police Personnel - Pototan,Passi,,
DZXL,Makati,,
Metro Sampaloc Fire Rescue,Manila,,
Barangay Zapote II,Muntinlupa,,
San Juan De Dios Hospital ,Pasay,,
Police,Makati,,
Mintal Police Station,Davao,,
Brgy. Council Toril Proper,Davao,,
Davao Medical School Foundation Inc,Davao,,
Brgy 6 Healthworkers ,Tanauan,,
 Zen3/C3( Including Guards),,,
Silliman University Medical Center,Dumaguete,,
Brgy 6 Checkpoint,Tanauan,,
CBF 3P/Canteen/Truckers,,,
MILITARY DETACHMENT CHECKPOINT,Dasmarinas,,
Brgy Banjo East,Tanauan,,
CBF Regular/Gurads/GeA,,,
Brgy 7 Health Workers,Tanauan,,
FAST EMPLOYEE (AM/PM),,,
Brgy 7 Checkpoint,Tanauan,,
JWSL,,,
C3 Night Shift (March17),,,
CBF Night Shift (March 17),,,
Regulars CBF (PPIC/SiteLog/FM),,,
C3/Zen3/CBF - on Duty March 18,,,
Hospitals C/O HR,,,
Carmel Ray (CIP),,,
PNP Laguna - Sta Cruz,,,
PNP Camp Vicente Lim,,,
JFC DC : Calamba Barandal,Calamba,,
JFC DC: Jentec Calamba,,,
Bureue of Fire (BFP),,,
Sto Tomas : 30 Barangays,,,
Barangay Canlubang,Canlubang,,
Sariaya Bureau of Fire Checkpoint,Sariaya,,
Brgy Sirang Lupa,,,
Barangay Mamala 1 Checkpoint,Sariaya,,
Brgy Palo Alto,,,
Sariaya Philippine National Police Daytime Shift,Sariaya,,
Brgy Majda In and Out,,,
Sariaya Philippine National Police Night Shift,Sariaya,,
Brgy Parian,,,
Brgy Pallocan East,Batangas,,
Brgy Paciano,,,
Brgy Paharang West ,Batangas,,
Bahay Ni Maria,,,
Brgy Tabangao,Batangas,,
DSWD Calamba,,,
Brgy Putting Lupa,,,
Brgy Mayapa,,,
Brgy Real,,,
Provincial Governor Office,,,
Red Cross - Laguna Chapter,,,
Batangas Medical Center,,,
BATANGAS PROVINCIAL HOSPITAL,,,
BRGY. BAGONG POOK,,,
BRGY. SAN FELIPE,,,
CITY HEALTH OFFICE BATANGAS,,,
CLGU OF TANAUAN BATANGAS,,,
Family Doc,,,
3P :FSC,,,
LGU NASUGBU,,,
LGU OF BALAYAN,,,
LGU OF IBAAN,,,
LGU SAN LUIS,,,
MARTIN MARASIGAN HOSPITAL,,,
PROVINCIAL DOH OFFICE,,,
PSWDO BATANGAS BAHAY PAGASA,,,
SAN JOSE DISTRICT,,,
Zen3 and C3 & CBF,,,
Calamba Medical Center,,,
Pinnacle Employee,,,
FSC Employee Pasig,Pasig,,
JFC DC : PCL Marilao,Marilao,,
JFC DC : RCSNI Marilao,Marilao,,
JFC DC: Taytay,Taytay,,
JFC DC: Air 21,,,
PNP NCR :Camp Crame,Pasig,,
DOH,Pasay,,
LGU ANTIPOLO,Antipolo,,
Office of the Vice president ,,,
Perpetual Help Medical Center,,,
3P :Trucker & FSC,,,
PROTACIO GENERAL HOSPITAL ,,,
Rizal Medical Center,,,
Unihealth-Parañaque Hospital and Medical Center,,,
UST Hospital,Manila,,
FSC Employee Pasig,,,
"Barangay San Isidro, Antipolo Rizal",Antipolo,,
Marcelino Checkpoint,Olongapo,,
"Barangay Tandang Kutyo Tanay, Rizal",Rizal,,
Marikina-Marcos Highway Checkpoint,Marikina,,
 Gov. Roque Ablan Mem. Hospital,Laoag,,
Marikina Sumulong Checkpoint,Marikina,,
Pasuquin RHU,Laoag,,
San Jacinto Agoncillo,Lemery,,
Disaster Risk Reduction and Management Office,Lapu Lapu,,
Municipality of Taal Local Govermant Unit,Lemery,,
Brgy Nancamaliran East Checkpoint,Urdaneta,,
Barangay Magsaysay Norte Checkpoint,Cabanatuan,,
 Burgos District Hospital,Laoag,,
SAINT JAMES HOSPITAL,Cabuyao,,
AFP / PNP,Bayambang,,
Bacnotan District Hospital,San Fernando,,
Boundary Aguilar Mangatarem Checkpoint,Mangatarem,,
PNP / POSO,Alaminos,,
Barangay Balagbag Checkpoint,Lipa,,
 Brgy Tawintawin Alaminos City Checkpoint,Alaminos,,
Brgy Mabulitec Checkpoint,Malasiqui,,
"PNP Checkpoint BGC Gate 1, Kalayaan Ave",Taguig,,
Bankal Health Center,Lapu Lapu,,
"Brgy. 191 District 2, Bo. Obrero Tondo, Manila",Manila,,
Brgy Payar Checkpoint,Malasiqui,,
Disaster Risk Reduction Management,Lapu Lapu,,
Danao City Public Market ,Danao,,
"Barangay Sta. Elena, Marikina City",Marikina,,
Brgy. 4 Police & Volunteer,Catanauan,,
Rural Health Unit - Carmen,Danao,,
Philippine National Police Calasiao,Dagupan,,
Barangay May-iba,Rizal,,
Barangay 3 Police and Volunteer,Catanauan,,
